titulo_pelicula,director,ciclo,pais,asistencia,funciones,genero,anio_exhibicion,mes_exhibicion,lugar_exhibicion
Cine Club 43 Nos robaron Las Noches ,Colectivo,Cine Club 43,México,183,1,ADULTOS,2019,FEBRERO,FORO
Gira Aragón Miradas perdidas ,N/A,CC,N/A,217,1,ADULTOS,2019,FEBRERO,FORO
"ROBERTO ROSSELLINI
ROMA, CIUDAD ABIERTA",Roberto Rossellini,CC,Italia,93,1,ADULTOS,2019,FEBRERO,FORO
Noches de Shorts ,N/A,Noches de Shorts ,N/A,133,1,ADULTOS,2019,FEBRERO,FORO
El ángel ,Luis Oterga,ESTRENO,"Argentina, España",8269,41,ADULTOS,2019,MARZO,SALA
Belmonte,Federico Veiroj,ESTRENO,"Uruguay, España, México",1573,32,ADULTOS,2019,MARZO,SALA
En los pasillos,Thomas Stuber,ESTRENO,"Alemania, Austria",489,10,ADULTOS,2019,MARZO,SALA
Las herederas,Marcelo Martinessi,ESTRENO,"Paraguay, Alemania, Brasil, Uruguay",3250,53,ADULTOS,2019,MARZO,SALA
El atentado del siglo: Utøya,Erik Poppe,ESTRENO,Noruega,5533,41,ADULTOS,2019,MARZO,SALA
Burning,Lee Chang-dong,ESTRENO,República de Corea,6086,34,ADULTOS,2019,MARZO,SALA
El canto Prohibido del  México 68..50 años ,Joaquín Guzman Luna,ESTRENO,México,850,21,ADULTOS,2019,MARZO,SALA
Un lugar llamado Chiapas,Nettie Wild,ESTRENO,Canadá,859,24,ADULTOS,2019,MARZO,SALA
El rey del barrio,Gilberto Martínez Solares,ESTRENO,México,2332,17,ADULTOS,2019,MARZO,SALA
El joven Karl Marx,Raoul Peck,ESTRENO,"Francia, Bélgica, Alemania",1593,10,ADULTOS,2019,MARZO,SALA
La favorita,Yorgos Lanthimos,CC,"Reino Unido, Irlanda, Estados Unidos",7098,32,ADULTOS,2019,MARZO,SALA
Roma,Alfonso Cuarón,CC,México,2099,21,ADULTOS,2019,MARZO,SALA
El infiltrado de KKKlan,Spike Lee,CC,Estados Unidos,4605,19,ADULTOS,2019,MARZO,SALA
Guerra fría,Pawel Pawlikowski,CC,"Polonia, Francia",9792,53,ADULTOS,2019,MARZO,SALA
Climax,Gaspar Noé,CC,"Francia, Bélgica, Estados Unidos",9546,51,ADULTOS,2019,MARZO,SALA
Un asunto de familia ,Hirokazu Kore-eda,CC,Japón,5912,37,ADULTOS,2019,MARZO,SALA
En el valle de las sombras ,Jonas Matzow Gulbrandsen,CC,Noruega,885,11,ADULTOS,2019,MARZO,SALA
Psicosis ,Alfred Hitchcock,Ciclo Hitchcock,Estados Unidos,142,1,ADULTOS,2019,MARZO,SALA
Los Pajaros ,Alfred Hitchcock,Ciclo Hitchcock,Estados Unidos,190,1,ADULTOS,2019,MARZO,SALA
Marnie,Alfred Hitchcock,Ciclo Hitchcock,Estados Unidos,44,1,ADULTOS,2019,MARZO,SALA
Cortina rasgada,Alfred Hitchcock,Ciclo Hitchcock,Estados Unidos,34,1,ADULTOS,2019,MARZO,SALA
Topaz,Alfred Hitchcock,Ciclo Hitchcock,Estados Unidos,37,1,ADULTOS,2019,MARZO,SALA
Las dos Irenes,Fabio Meira,CC,Brazil,420,13,ADULTOS,2019,MARZO,SALA
Mientras se espera,Paola Villanueva Bidault,CC,México,556,23,ADULTOS,2019,MARZO,SALA
Winter Brothers: la Odisea,Hiynur Pálmason,CC,"Dinamarca, Islandia",308,9,ADULTOS,2019,MARZO,SALA
Un hombre de suerte,Lindsay Anderson,Clásicos en pantalla,Reino Unido,437,2,ADULTOS,2019,MARZO,SALA
El gatopardo,Luchino Visconti,Clásicos en pantalla,"Italia, Francia",543,2,ADULTOS,2019,MARZO,SALA
El show debe seguir,Bob Fosse,Clásicos en pantalla,Estados Unidos,553,2,ADULTOS,2019,MARZO,SALA
Astérix: el secreto de la poción mágica,"Alexandre Astier, Louis Clichy",Matineé Infantil,Francia,1215,11,NIÑOS,2019,MARZO,SALA
"los moomin, la película",Xavier Picard,Matineé Infantil,"Finlandia, Francia",818,11,NIÑOS,2019,MARZO,SALA
Spider-man: Un nuevo universo,"Bob Persichetti, Peter Ramsey",ESTRENO,Estados Unidos,2398,11,NIÑOS,2019,MARZO,SALA
Distancias Cortas,Alejandro Guzmán Álvarez,CC,México,430,11,ADULTOS,2019,MARZO,SALA
Caniba,Véréna Paravel y Lucien Castaing-Taylor,CC,Francia,1728,16,ADULTOS,2019,MARZO,SALA
Norma RAE,Martin Ritt,Cine y Literatura,Estados Unidos,181,1,ADULTOS,2019,MARZO,SALA
La negra de…,Ousmane Sembéne,Cine y Literatura,"Senegal, Francia",158,1,ADULTOS,2019,MARZO,SALA
La orilla de la tierra,Ignacio Ortiz,Conversando Cineastas,México,120,1,ADULTOS,2019,MARZO,SALA
Cuentos de hadas para dormir cocodrilos,Ignacio Ortiz,Conversando Cineastas,México,176,1,ADULTOS,2019,MARZO,SALA
Los años azules,Sofía Gómez Córdoba,CC,México,284,9,ADULTOS,2019,MARZO,SALA
Un filósofo en la arena,Aarón Fernández y Jesús Muñoz,CC,"México, España",987,30,ADULTOS,2019,MARZO,SALA
India ,Roberto Rossellini,CC,"Italia, Francia",637,25,ADULTOS,2019,MARZO,SALA
Atrás hay relámpagos,Julio Hernández Cordón,CC,"Costa Rica, México",1788,42,ADULTOS,2019,MARZO,SALA
"El vicepresidente, más allá del poder",Adam McKay,CC,Estados Unidos,2056,16,ADULTOS,2019,MARZO,SALA
Tiempo de Lluvia,Itandehui Jansen,CC,"México, Suiza, Holanda",180,1,ADULTOS,2019,MARZO,SALA
Félicité,Alain Gomis,CC,"Francia, Senegal, Bélgiva, Alemania ",1855,46,ADULTOS,2019,MARZO,SALA
Letras Libres,"Fernanda Solorzano, Luis Reséndiz",Presentación de revista ,Sin dato,180,1,ADULTOS,2019,MARZO,SALA
Mezcal,Ignacio Ortiz,Conversando Cineastas,México,156,1,ADULTOS,2019,MARZO,SALA
Amor Dificil,"Zanele Muholi, Peter Goldsmid",CC,Sudáfrica,174,1,ADULTOS,2019,MARZO,SALA
Grandes esperanzas,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,Estados Unidos,171,1,ADULTOS,2019,MARZO,SALA
Y tu mamá también,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,México,174,1,ADULTOS,2019,MARZO,SALA
Niños del hombre,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,"Reino Unido, Estados Unidos",174,1,ADULTOS,2019,MARZO,SALA
Gravedad,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,"Estados Unidos, Reino Unido",657,4,ADULTOS,2019,MARZO,SALA
Arábia,"Joao Dumans, Affonso Uchoa",CC,Brasil,2406,45,ADULTOS,2019,MARZO,SALA
Mi papá se llama Lola,Nadir Moknèche,CC,"Francia, Bélgica",2641,33,ADULTOS,2019,MARZO,SALA
Cafarnaúm la ciudad olvidada  ,Nadine Labak,CC,Libano,5372,39,ADULTOS,2019,MARZO,SALA
El patrullero,Alex Cox,Seminario el público del futuro FICUNAM,México,150,3,ADULTOS,2019,MARZO,SALA
Killer of Sheep,Charles Burnett,Seminario el público del futuro FICUNAM,Estados Unidos,92,3,ADULTOS,2019,MARZO,SALA
Sid y Nancy,Alex Cox,Seminario el público del futuro FICUNAM,Estados Unidos,188,2,ADULTOS,2019,MARZO,SALA
Billy the kid y el vampiro del paño verde,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,57,1,ADULTOS,2019,MARZO,SALA
"Rita, Sue y Bob también",Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,57,1,ADULTOS,2019,MARZO,SALA
Escoria,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,140,1,ADULTOS,2019,MARZO,SALA
El pantanal de prenda,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,70,1,ADULTOS,2019,MARZO,SALA
El saludo del aleluya,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,66,1,ADULTOS,2019,MARZO,SALA
La casa de la risa,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,111,1,ADULTOS,2019,MARZO,SALA
Hecho en Gran Bretaña,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,174,1,ADULTOS,2019,MARZO,SALA
Baal,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,144,1,ADULTOS,2019,MARZO,SALA
Contacto,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,85,1,ADULTOS,2019,MARZO,SALA
Camino,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,66,1,ADULTOS,2019,MARZO,SALA
Christine /Elefante,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,95,1,ADULTOS,2019,MARZO,SALA
La firma,Alan Clarke,FICUNAM Retrospectiva Alan Clarke,Reino Unido,87,1,ADULTOS,2019,MARZO,SALA
En mi habitación,Ulrich Köhler,FICUNAM Retrospectiva Ulrich Köhler,"Alemania, Italia",123,1,ADULTOS,2019,MARZO,SALA
Bungalow,Ulrich Köhler,FICUNAM Retrospectiva Ulrich Köhler,Alemania,73,1,ADULTOS,2019,MARZO,SALA
Ventanas en lunes,Ulrich Köhler,FICUNAM Retrospectiva Ulrich Köhler,Alemania,79,1,ADULTOS,2019,MARZO,SALA
Enfermedad del sueño,Ulrich Köhler,FICUNAM Retrospectiva Ulrich Köhler,"Alemania, Francia, Paises Bajos",96,1,ADULTOS,2019,MARZO,SALA
La balsa,Marcus Lindeen,FICUNAM,"Suecia, Dinamarca, Alemania, Estados Unidos",117,1,ADULTOS,2019,MARZO,SALA
Sólo con tu pareja ,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,México,170,2,ADULTOS,2019,MARZO,SALA
La princesita ,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,Estados Unidos,297,2,ADULTOS,2019,MARZO,SALA
Harry Potter y prisionero de Azkaban,Alfonso Cuarón,Retrospectiva Alfonso Cuarón,"Reino Unido, Estados Unidos",432,3,ADULTOS,2019,MARZO,SALA
Programa 1: No contéis con los dedos/ Ayuden a españa/ Miró otro/ premios nacionales/ Playback/ poetas catalanes,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,15,1,ADULTOS,2019,MARZO,SALA
Nocturno 29,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,27,1,ADULTOS,2019,MARZO,SALA
"Cuadecuc, Vampir",Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,34,1,ADULTOS,2019,MARZO,SALA
Umbracle,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,20,1,ADULTOS,2019,MARZO,SALA
Programa 2: Acción santos/ Miró la forja/ Miró tapiz/ La tempestad/ viva el piano/ Mudanza,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,10,1,ADULTOS,2019,MARZO,SALA
Informe General,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,21,1,ADULTOS,2019,MARZO,SALA
Puente de Varsovia,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,59,1,ADULTOS,2019,MARZO,SALA
El silencio antes de Bach,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,98,1,ADULTOS,2019,MARZO,SALA
Informe General II: El nuevo rapto de Europa,Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,24,1,ADULTOS,2019,MARZO,SALA
El sopar (la cena),Pere Portabella,FICUNAM Retrospectiva Pere Portabella,España,18,1,ADULTOS,2019,MARZO,SALA
Las niñas bien ,Alejandra Márquez Abella,ESTRENO,México,3844,20,ADULTOS,2019,MARZO,SALA
Al abrir mis ojos ,Leyla Bouzid,ESTRENO,"Túnez, Francia, Bélgica",1489,18,ADULTOS,2019,MARZO,SALA
Las cinéphilas ,María Alvarez,ESTRENO,Argentina,563,18,ADULTOS,2019,MARZO,SALA
Memorias de Antonia,Marleen Gorris,Cine y Literatura,Holanda,190,1,ADULTOS,2019,MARZO,SALA
Su última aventura,Gilberto Martínez Solares,Clásicos en pantalla,México,197,2,ADULTOS,2019,MARZO,SALA
Guionistas del cine mexicano,"Alejandro Medrano, Xavier Robles, Guillermo Arriaga, Paz Alicia Garciadiego",Presentación de libro,N/A,92,1,ADULTOS,2019,MARZO,SALA
25 años diseñando para el cine mexicano,"Alejandro Magallanes, Kenya Márquez, Roberto Fiesco, Elisa Lozano y Arturo Ripstein",Conferencia,N/A,178,1,ADULTOS,2019,MARZO,SALA
El mar muerto,Ignacio Ortiz,Conversando Cineastas,México,157,1,ADULTOS,2019,MARZO,SALA
La mentirita blanca,Tomás Alzamora,Función especial,Chile,170,1,ADULTOS,2019,MARZO,SALA
Baño de vida,Dalia R. Reyes,ESTRENO,México,391,7,ADULTOS,2019,MARZO,SALA
Seminario de experiencia de archivo,"Tzutzumatzin Soto, Ángel Alemán",Seminario de experiencia de archivo,N/A,47,1,ADULTOS,2019,MARZO,SALA
Francofonía,Aleksándr Sokúrov,ESTRENO,"Francia, Alemania, Países Bajos",767,5,ADULTOS,2019,MARZO,SALA
Restos de viento,Jimena Montemayor Loyo,ESTRENO,México,681,7,ADULTOS,2019,MARZO,SALA
Vitaminas para el amor ,Howard Hawks,Clásicos en pantalla,Estados Unidos ,453,2,ADULTOS,2019,MARZO,SALA
Texas antes del alamo,N/A,Función Privada,N/A,174,1,ADULTOS,2019,MARZO,SALA
Aniversario AMCI,VARIOS,Función Privada,VARIOS,350,1,ADULTOS,2019,MARZO,SALA
Bruma,Max Zunino,Función especial,México-Alemania,174,1,ADULTOS,2019,MARZO,SALA
Siempre Dany,N/A,Cortos,N/A,115,1,ADULTOS,2019,MARZO,SALA
Univers(o) pecanins,Ventura Pons,FUNCION,España,174,1,ADULTOS,2019,MARZO,SALA
acadmeica,N/A,Función privada de academica ,N/A,40,1,ADULTOS,2019,MARZO,SALA
"CLÁSICOS DEL CINE MEXICANO
SONRISAS DE UNA NOCHE DE VERANO",Ingmar Bergman,CLÁSICOS DEL CINE ,Suecia,145,1,ADULTOS,2019,MARZO,FORO
"CLÁSICOS DEL CINE MEXICANO
TRONO DE SANGRE ",Akira Kurosawa,CLÁSICOS DEL CINE ,Japon,130,1,ADULTOS,2019,MARZO,FORO
"CLÁSICOS DEL CINE MEXICANO
AVENTURERA ",Alberto Gout,CLÁSICOS DEL CINE MEXICANO,México,98,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""TIEMPO SUSPENDIDO""",Natalia Bruschtein,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,173,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""NO ES POR GUSTO""",Anden Calacas,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,186,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""TIEMPO DE LLUVIA""",Itandehui Jansen,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,165,1,ADULTOS,2019,MARZO,FORO
"CINECLUB 43
""HASTA LOS DIENTES""",Alberto Arnaut Estrada,CINECLUB 43,México,205,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""LA GUERRA""",Paulina del Pasos,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,89,1,ADULTOS,2019,MARZO,FORO
"""DESDE EL CRISTAL  CON QUE SE MIRA, VICIOS EN LA COCINA, ROMPIENDO EL SILENCIO""","Maricarmen de Lara, Beatriz Mira, Rosa Martha Fernandez",TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,165,1,ADULTOS,2019,MARZO,FORO
"TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO                    ""JÚBA WAJIN, RESISTENCIA EN LA MONTAÑA DE GUERRERO""",Laura Salas y Nicolás Tapia ,TIEMPO DE MUJERES FESTIVAL POR LA EQUIDAD DE GENERO ,México,120,1,ADULTOS,2019,MARZO,FORO
EL SUEÑO DE WALDO/ MRS. MCCUTCHEON PACKGIRL/ LA MUÑECA TETONA/ MAREJADA DEAR CHICKENS,Varios,NOCHES DE SHORTS,"Chile, Australia, México",134,1,ADULTOS,2019,MARZO,FORO
El manatial de la Doncella,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,125,1,ADULTOS,2019,MARZO,FORO
Sonrisas de una noche de verano,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,178,1,ADULTOS,2019,MARZO,FORO
El séptimo sello,Ingmar Bergman,Clásicos de Ingmar Bergman,Suecia,122,1,ADULTOS,2019,MARZO,FORO
Bosque de niebla ,Mónica Álvarez Franco,CC,México,124,1,ADULTOS,2019,MARZO,FORO
Chega de fiu,Amanda Kamanchek y Fernanda Frazao,Feme Revolution,Brasil,143,1,ADULTOS,2019,MARZO,FORO
Bosque de niebla ,Mónica Álvarez Franco,CC,México,145,1,ADULTOS,2019,MARZO,FORO
Burning,Lee Chang-dong,CC,República de Corea,4567,39,Adultos ,2019,ABRIL,SALA
Francofonía,Aleksándr Sokúrov,CC,"Francia, Alemania, Países bajos",2810,36,Adultos ,2019,ABRIL,SALA
Climax,Gaspar Noé,CC,"Francia, Bélgica, Estados Unidos",335,4,Adultos ,2019,ABRIL,SALA
El atentado del siglo: Utøya,Erik Poppe,CC,Noruega,2846,27,Adultos ,2019,ABRIL,SALA
Las niñas bien ,Alejandra Márquez Abella,CC,México,9263,54,Adultos ,2019,ABRIL,SALA
Un asunto de familia ,Hirokazu Kore-eda,CC,Japón,846,11,Adultos ,2019,ABRIL,SALA
Guerra fría,Pawel Pawlikowski,CC,"Polonia, Francia",1418,12,Adultos ,2019,ABRIL,SALA
El ángel ,Luis Oterga,CC,"Argentina, España",4434,27,Adultos ,2019,ABRIL,SALA
El comprade Mendoza,Fernando Fuentes,Cine y Literatura,México,159,1,Adultos ,2019,ABRIL,SALA
Mi papá se llama Lola,Joaquín Guzman Luna,CC,México,106,3,Adultos ,2019,ABRIL,SALA
Cafarnaúm la ciudad olvidada  ,Nadine Labak,CC,Libano,5466,34,Adultos ,2019,ABRIL,SALA
Bengalas en el cielo,Guadalupe Ortega y Erika Méndez,Presentación de Libro,N/A,186,1,Adultos ,2019,ABRIL,SALA
Belmonte,Federico Veiroj,CC,"Uruguay, España, México",738,21,Adultos ,2019,ABRIL,SALA
El canto prohibido del México 68…a 50 años,Joaquin Guzmán Luna,CC,México,986,31,Adultos ,2019,ABRIL,SALA
Baño de vida,Dalia R. Reyes,CC,México,1074,37,Adultos ,2019,ABRIL,SALA
Mientras se espera,Paola Villanueva Bidault,CC,México,25,1,Adultos ,2019,ABRIL,SALA
Un lugar llamado Chiapas,Nettie Wild,CC,Canadá,854,23,Adultos ,2019,ABRIL,SALA
Arábia,"Joao Dumans, Affonso Uchoa",CC,Brasil,742,20,Adultos ,2019,ABRIL,SALA
El rey del barrio,Gilberto Martínez Solares,CC,México,1352,18,Adultos ,2019,ABRIL,SALA
La favorita,Yorgos Lanthimos,CC,"Reino Unido, Irlanda, Estados Unidos",539,5,Adultos ,2019,ABRIL,SALA
"El vicepresidente, más allá del poder",Adam McKay,CC,Estados Unidos,55,1,Adultos ,2019,ABRIL,SALA
Le Grand Méchant Renard,"Benjamin Renner, Patrick Imbert",Funcion IFAL,Francia,139,2,Niños,2019,ABRIL,SALA
Al abrir mis ojos ,Leyla Bouzid,CC,"Túnez, Francia, Bélgica",2909,29,Adultos ,2019,ABRIL,SALA
Restos de viento,Jimena Montemayor Loyo,CC,México,2163,39,Adultos ,2019,ABRIL,SALA
Un transporte común,Dyana Gaye,Funcion IFAL,Francia,62,1,Niños,2019,ABRIL,SALA
Atrás hay relámpagos,Julio Hernández Cordón,CC,"Costa Rica, México",94,4,Adultos ,2019,ABRIL,SALA
Félicité,Alain Gomis,CC,"Francia, Senegal, Bélgiva, Alemania ",217,10,Adultos ,2019,ABRIL,SALA
Cortometrajes ,Varios ,Funcion IFAL,Canadá,72,1,Niños,2019,ABRIL,SALA
Fando y Lis,Alejandro Jodorowsky,Retrospectiva Antonio Reynoso,México,72,1,Adultos ,2019,ABRIL,SALA
La sunamita / Tajimara,Héctor Mendoza,Retrospectiva Antonio Reynoso,México,24,1,Adultos ,2019,ABRIL,SALA
"Programa de cortometrajes: El despojo, la creación artística: José Luis Cuevas, José Guadalupe Posada, Los escuincles, Siqueiros, Frida Kahlo, Naufragio",Varios,Retrospectiva Antonio Reynoso,México,24,1,Adultos ,2019,ABRIL,SALA
Olimpiada en México,Alberto Isaac,Retrospectiva Antonio Reynoso,México,17,1,Adultos ,2019,ABRIL,SALA
La magia,René Rebetez,Retrospectiva Antonio Reynoso,México,80,1,Adultos ,2019,ABRIL,SALA
"Ulama, el juego de la vida y la muerte",Roberto Rochín,Retrospectiva Antonio Reynoso,México,52,1,Adultos ,2019,ABRIL,SALA
Las cinéphilas ,María Alvarez,CC,Argentina,920,39,Adultos ,2019,ABRIL,SALA
Las herederas,Marcelo Martinessi,CC,"Paraguay, Alemania, Brasil, Uruguay",696,22,Adultos ,2019,ABRIL,SALA
Bruma,Max Zunino,Estreno,"México, Alemania",4057,35,Adultos ,2019,ABRIL,SALA
El Ciudadano Kane,Orson Welles,Estreno,Estados Unidos,2963,21,Adultos ,2019,ABRIL,SALA
"Rapsodia, Laberintos del yo",Antonio del Rivero H.,Estreno,"México, Estados Unidos",800,20,Adultos ,2019,ABRIL,SALA
Me llamaban King Tiger,Ángel Estrada Soto,Estreno,México,586,24,Adultos ,2019,ABRIL,SALA
Carnívoras,Jérémie y Yannick Renier,Estreno,"Francia, Bélgica",3800,32,Adultos ,2019,ABRIL,SALA
El culpable,Gustav Möller,Estreno,Dinamarca,4212,30,Adultos ,2019,ABRIL,SALA
Spider-man: Un nuevo universo,"Bob Persichetti, Peter Ramsey",Matineé Infantil,Estados Unidos,746,6,Niños,2019,ABRIL,SALA
La ley de la calle,Francis Ford Coppola,Clásicos en pantalla grande,Estados Unidos,539,2,Adultos ,2019,ABRIL,SALA
Zapata en Chinameca,Mario Hernández,Cine y Literatura,México,163,1,Adultos ,2019,ABRIL,SALA
Clara,Akash Sherman,Semana Cine Canadiense,Canadá,158,2,Adultos ,2019,ABRIL,SALA
"Los moomin, la película",Xavier Picard,Matineé Infantil,"Finlandia, Francia",115,2,Niños,2019,ABRIL,SALA
Astérix: el secreto de la poción mágica,"Alexandre Astier, Louis Clichy",Matineé Infantil,Francia,549,6,Niños,2019,ABRIL,SALA
Los Grizzlies,Miranda de Pencier,Semana Cine Canadiense,Canadá,96,2,Adultos ,2019,ABRIL,SALA
La desaparición de las luciérnagas,Sébastien Pilote,Semana Cine Canadiense,Canadá,275,2,Adultos ,2019,ABRIL,SALA
Las dos Cassandras,Patricia Rozema,Semana Cine Canadiense,Canadá,152,2,Adultos ,2019,ABRIL,SALA
Pequeños gigantes,Keith Behrman,Semana Cine Canadiense,Canadá,173,2,Adultos ,2019,ABRIL,SALA
Puntos cardinales,"Grayson Moore, Aidan Shipley",Semana Cine Canadiense,Canadá,96,2,Adultos ,2019,ABRIL,SALA
Te lo prometo,Luc Picard,Semana Cine Canadiense,Canadá,203,2,Adultos ,2019,ABRIL,SALA
Rojo anochecer/Amor de peso/Palomo azul/La cuerda floja/Pueblo mágico/Gira el sol/Rosas negras/Desconectado/Nacidos en Jaula,Varios,Conversando con Cineastas ,México,190,1,Adultos ,2019,ABRIL,SALA
La camarista ,Lila Avilés,66 MIC,México,2463,12,Adultos ,2019,ABRIL,SALA
Jamás llegarán a viejos,Peter Jackson,66 MIC,"Reino Unido, Nueva Zelanda ",2232,12,Adultos ,2019,ABRIL,SALA
En Guerra,Stéphane Brizé,66 MIC,Francia,1533,12,Adultos ,2019,ABRIL,SALA
Plaza París,Lúcia Murat,66 MIC,"Brasil, Portugal, Argentina",2484,12,Adultos ,2019,ABRIL,SALA
La casa junto al mar ,Robert Guédiguian,66 MIC,Francia,2708,12,Adultos ,2019,ABRIL,SALA
Maria por Callas,Tom Volf,66 MIC,Francia,2637,12,Adultos ,2019,ABRIL,SALA
Ven y mira,Elem Klimov,66 MIC,URSS,3915,12,Adultos ,2019,ABRIL,SALA
Un día más con vida ,Raúl de la Fuente y Damian Nenow,66 MIC,"Polonia,España,Bélgica,Hungría,Alemania",3269,12,Adultos ,2019,ABRIL,SALA
El atalante,Jean Vigo,Retrospectiva Gaumont,Francia,202,2,Adultos ,2019,ABRIL,SALA
Conferencia,Paul Harrod ,Conferencia,N/A,190,1,Adultos ,2019,ABRIL,SALA
North of Blue,Joanna Priestley,Conferencia,Estados Unidos,155,1,Adultos ,2019,ABRIL,SALA
Parte del aire ,Gaël Morel,Estreno,Francia,1588,21,Adultos ,2019,ABRIL,SALA
Las tetas de mi madre ,Carlos Zapata,Estreno,Colombia,1858,18,Adultos ,2019,ABRIL,SALA
Premier Cortometraje,N/A,La Matatena,N/A,126,1,Niños,2019,ABRIL,SALA
Una cita de amor ,Emilio Fernández ,Clásicos en pantalla grande,México,175,2,Adultos ,2019,ABRIL,SALA
Yo acuso,Abel Gance ,Retrospectiva Gaumont,Francia,251,2,Adultos ,2019,ABRIL,SALA
La mano del diablo,Maurice Tourner,Retrospectiva Gaumont,Francia,181,2,Adultos ,2019,ABRIL,SALA
Angelo,Markus Schleinzer,66 MIC,"Austria, Luxemburgo",1772,12,Adultos ,2019,ABRIL,SALA
Asako I & II: Soñar o despertar,Ryusuke Hamaguchi,66 MIC,"Japón, Francia",2296,12,Adultos ,2019,ABRIL,SALA
Leto,Kirill Serebrennikov,66 MIC,"Rusia, Francia",2053,12,Adultos ,2019,ABRIL,SALA
Ocho de cada diez,Sergio Umansky Brener,66 MIC,México,1420,13,Adultos ,2019,ABRIL,SALA
Atardecer,László Nemes,66 MIC,"Hungría, Francia",1855,12,Adultos ,2019,ABRIL,SALA
La boda,Stephan Streker,66 MIC,"Bélgica, Pakistán, Luxemburgo, Francia",2083,12,Adultos ,2019,ABRIL,SALA
Algo quema,Mauricio Alfredo Ovando,Estreno,Bolivia,490,16,Adultos ,2019,ABRIL,SALA
Jenny,Marcel Carné,Retrospectiva Gaumont,Francia,191,2,Adultos ,2019,ABRIL,SALA
Los ángeles del pecado,Robert Bresson,Retrospectiva Gaumont,Francia,302,3,Adultos ,2019,ABRIL,SALA
Los malditos,René Clément,Retrospectiva Gaumont,Francia,116,2,Adultos ,2019,ABRIL,SALA
"Gaumont, desde que existe el cine",José Antonio Valdés,Conferencia Retrospectiva Gaumont,N/A,117,1,Adultos ,2019,ABRIL,SALA
Namme,Zaza Khalvashi,Estreno,"Georgia, Lituania",601,10,Adultos ,2019,ABRIL,SALA
EN TERRITORIO AMIGABLE,Warwick Thornton,Estreno,Australia,624,10,Adultos ,2019,ABRIL,SALA
Mirai,Mamuro Hosada,Estreno / Matineé infantil día del niño,Japón,626,4,Niños,2019,ABRIL,SALA
Viva Zapata,Elia Kazan,Cine y Literatura,Estados Unidos,167,1,Adultos ,2019,ABRIL,SALA
Carnet de baile,Julien Duvivier,Retrospectiva Gaumont,Francia,173,2,Adultos ,2019,ABRIL,SALA
Seminario de experiencias de archivo,N/A,Seminario de experiencias de archivo,N/A,32,1,Adultos ,2019,ABRIL,SALA
Natacha,"Eduardo Pinto y Fernanda Ribeiz, ",Matineé Infantil día del niño,Argentina,348,2,Niños,2019,ABRIL,SALA
La pivellina ,Tizza Covi y Rainer Frimmel ,CC,"Autria, Italia",74,1,ADULTOS,2019,ABRIL,FORO
